,pic_id,pic_name,pic_source,relic_geograpicLocation,relic_materials,relic_creationDate,statue_name,statue_alias,statue_description,relic_creationDate_english,pic_source_english,pic_name_english,relic_materials_english,statue_name_english,statue_alias_english,statue_description_english
1717,1718,卢舍那佛（泰山灵岩寺）  ,王荣玉、卞允斗、王长锐、王晶主编.灵岩寺.北京：文物出版社，1999.3   ,山东泰山灵岩寺千佛殿 ,铜质，高3.87米，石质座高1.23米  ,明成化十三年（1477）  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,Ming Chenghua thirteen years 1477） ,"Wong, Jade, Bian Yun Dou, Wang Long Rui, Wang Jing editor in chief. Lingyan temple. Beijing: Cultural Relics publishing house, 1999.3 ",Lu homes that Buddha（Taishan Lingyan temple） ,"Copper, High-3. 87 meters, the stone seat High 1. 23 m ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1718,1719,西山中段大卢舍那佛龛远眺（洛阳龙门石窟）  ,宿白主编. 中国美术全集 雕塑编11 龙门石窟雕刻.北京：人民美术出版社，1988.6   ,河南洛阳龙门石窟奉先寺 ,石雕，高22米，��约38米，佛高17.14米  ,唐代初期  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,"Tang Dynasty, early ","Sink white, editor. The Chinese fine arts series sculpture series 11 Longmen Grottoes carved. Beijing: people's fine arts publishing house, 1988.6 ",West Hills Middle large Lu homes that shrines overlooking（Luoyang Longmen Grottoes） ,"Stone carving, high 22 meters,��about 38 meters, the Buddha high 17. 14 m ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1719,1720,大卢舍那佛龛（洛阳龙门石窟）  ,宿白主编. 中国美术全集 雕塑编11 龙门石窟雕刻.北京：人民美术出版社，1988.6   ,河南洛阳龙门石窟奉先寺 ,石雕，高22米，��约38米，主尊高17.14米，左右为迦叶、阿难；再外为文殊、普贤。左壁毗沙门天王和金刚力士...  ,唐代初期  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,"Tang Dynasty, early ","Sink white, editor. The Chinese fine arts series sculpture series 11 Longmen Grottoes carved. Beijing: people's fine arts publishing house, 1988.6 ",Big Lou homes that shrines（Luoyang Longmen Grottoes） ,"Stone carving, high 22 meters,��about 38 meters, the main statue high 17. 14 meters, the left and right of Kassapa and Ananda; then outside of Manjusri, Samantabhadra。 The left wall of the Bishamon Tenno and the diamond Lux... ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1720,1721,西壁中央大卢舍那佛（洛阳龙门石窟）  ,宿白主编. 中国美术全集 雕塑编11 龙门石窟雕刻.北京：人民美术出版社，1988.6   ,河南洛阳龙门石窟奉先寺 ,石雕，通高7.14米，结跏趺坐于八角束腰莲座上  ,唐代初期  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,"Tang Dynasty, early ","Sink white, editor. The Chinese fine arts series sculpture series 11 Longmen Grottoes carved. Beijing: people's fine arts publishing house, 1988.6 ",The West wall of the Central large Lu homes that Buddha（Luoyang Longmen Grottoes） ,"Stone carving, height 7. 14 meters, the results he is depicted sitting in the octagonal waist rosette on ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1721,1722,西壁中央大卢舍那佛头部（洛阳龙门石窟）  ,宿白主编. 中国美术全集 雕塑编11 龙门石窟雕刻.北京：人民美术出版社，1988.6   ,河南洛阳龙门石窟奉先寺 ,石雕，通高7.14米，头高4米  ,唐代初期  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,"Tang Dynasty, early ","Sink white, editor. The Chinese fine arts series sculpture series 11 Longmen Grottoes carved. Beijing: people's fine arts publishing house, 1988.6 ",The West wall of the Central large Lu homes that Buddha head（Luoyang Longmen Grottoes） ,"Stone carving, height 7. 14 M, head height of 4 meters ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1722,1723,正壁卢舍那佛坐像（安阳大留圣窟）  ,陈明达主编. 中国美术全集 雕塑编13 巩县天龙山 响堂山 安阳石窟雕刻.北京：人民美术出版社，1988.6   ,河南安阳大留圣窟 ,石雕  ,东魏武定四年（546）  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,Eastern Wei Wuding four years（546） ,"Chen informed the editor. The Chinese fine arts series sculpture series 13 巩县 days Longshan ringing Chapel Hill in Anyang grotto carved. Beijing: people's fine arts publishing house, 1988.6 ",The forward wall of the Lu homes that Buddha seated（Anyang large left the Holy cave） ,Stone ,Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1723,1724,正壁龛卢舍那佛和一弟子一菩萨三尊像（安阳大住圣窟）  ,陈明达主编. 中国美术全集 雕塑编13 巩县天龙山 响堂山 安阳石窟雕刻.北京：人民美术出版社，1988.6   ,河南安阳大住圣窟 ,石雕  ,隋代  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,The Sui Dynasty ,"Chen informed the editor. The Chinese fine arts series sculpture series 13 巩县 days Longshan ringing Chapel Hill in Anyang grotto carved. Beijing: people's fine arts publishing house, 1988.6 ",Are niches Lu homes that Buddha and a disciple of a Buddha Three Buddha-like Anyang large living Holy cave） ,Stone ,Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1724,1725,左坛报身佛（子长钟山石窟）  ,韩伟主编.中国石窟雕塑全集 第5卷 陕西、宁夏.重庆：重庆出版社，2001.3   ,陕西子长钟山石窟第三窟 ,石雕，像高3.75米  ,宋代  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,The Song Dynasty ,"Han Wei editor. Chinese grotto sculpture Complete Works Vol. 5 Shaanxi, Ningxia. Chongqing: Chongqing press, 2001.3 ",The left altar of the message body of the Buddha（long Zhongshan grottoes） ,"Stonework, like a high 3. 75 m ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1725,1726,摩崖石刻报身佛卢舍那佛（浑源恒山悬空寺）  ,冯骥才总主编.中国大同雕塑全集 寺观雕塑卷.北京：中华书局，2010.8   ,山西浑源恒山悬空寺栈道石窟 ,石刻，像高1.83米  ,明代  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,The Ming Dynasty ,"He Total editor. China Datong sculpture collection temple sculpture volume. Beijing: Zhonghua book company, in 2010.8, project Director ",Cliff message body Buddha Lu homes that Buddha（hunyuan Hengshan hanging temple） ,"Stone, like high 1. 83 m ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1726,1727,左龛卢舍那佛（广元千佛崖石窟）  ,刘长久主编. 中国石窟雕塑全集 第8卷 四川、重庆.重庆：重庆出版社，2000.8   ,四川广元千佛崖石窟第一三号莲花洞 ,石雕，佛坐像高1.3米，肩宽0.66米  ,初唐  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,Early Tang Dynasty ,"Liu long-term editor in chief. Chinese grotto sculpture Complete Works Vol. 8 Sichuan, Chongqing. Chongqing: Chongqing publishing house, 2000.8 ",Left niches Lu homes that Buddha（Guangyuan Thousand-Buddha cliff grottoes） ,"Stone sculpture, Buddha seated high 1. 3 meters, shoulder width 0. 66 m ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1727,1728,中卢舍那佛，左文殊、右普贤组像（杭州飞来峰）  ,丁明夷主编. 中国石窟雕塑全集 第10卷 南方八省.重庆：重庆出版社，2000.8   ,浙江杭州飞来峰青林洞口卢舍那佛会龛 ,石雕，龛高1.46米  ,北宋乾兴元年（1022）  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,Song dry Hing first year（1022） ,"Ding Ming Yi chief editor. Chinese grotto sculpture Complete Works Vol. 10 Southern eight provinces. Chongqing: Chongqing publishing house, 2000.8 ","In Lu homes that Buddha, the left Manjusri, the right Fugen group like Hangzhou feilai peak） ","Stone, niches High 1. 46 m ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1728,1729,卢舍那佛坐像（故宫博物院藏）  ,故宫博物院编.故宫博物院藏品大系 雕塑编6 金石造像.北京：紫禁城出版社，2009.9   ,北京故宫博物院藏 ,铜鎏金，残高0.145米，��0.055米  ,唐代  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,The Tang Dynasty ,"Palace Museum compiled. Palace Museum collections large sculpture compiled 6 stone statues. Beijing: Forbidden City publishing house, 2009.9 ",Lu homes that Buddha seated（Palace Museum Tibetan） ,"Copper Gilt, the residual high-0. 145 meters,��0.055 m ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1729,1730,毗卢洞第十号中像毗卢佛、右像卢舍那佛、左像柳本尊三身像窟（宋安岳石窟）  ,刘长久主编.安岳石窟艺术.成都：四川人民出版社，1997.4   ,四川安岳石窟 ,石雕，窟高4.9米，��4.3米，深3.3米，像通高2.5-2.7米  ,宋代  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,The Song Dynasty ,"Liu long-term editor in chief. Anyue grotto art. Chengdu: Sichuan people press, 1997.4 ","Pilu cave the tenth number in the like Pilu Buddha, right like Lu homes that Buddha, the left like a willow in this respect Three-Body Like a cave（song Anyue grotto） ","Stone sculpture, cave 4. 9 meters,��4.3 m, depth 3. 3 meters, like the through high-2. 5-2. 7 m ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1730,1731,卢舍那佛坐像（平遥双林寺）  ,金维诺主编.双林寺彩塑.天津：天津人民美术出版社，2007.1   ,山西平遥双林寺大雄宝殿 ,彩塑，高3.715米  ,明代  ,卢舍那佛（报身佛）,报身佛,佛三身之一。佛有三身，分别是：毗卢遮那佛、卢舍那佛和释迦牟尼佛。法身佛毗卢遮那佛，即大日如来。报身佛卢舍那佛，义曰光明遍照，又作净满，表示修行圆满、大彻大悟，获得佛果而显示了佛的智慧的佛身。应身佛释迦牟尼佛，是表示随缘教化，度脱世间众生而现的佛身，特指释迦牟尼的生身。,The Ming Dynasty ,"Jin weinuo editor of the. Shuanglin temple, painted sculpture. Tianjin: Tianjin People's fine arts publishing house, 2007.1 ",Lu homes that Buddha seated（Pingyao Shuanglin temple） ,"Painted sculpture, high 3. 715 meters ",Lu homes that Buddha（newspaper body of the Buddha）,The message body of the Buddha,"Buddha Three Body One. The Buddha has three body, respectively, are: Vairocana Buddha, Lu homes that Buddha and Shakyamuni Buddha。 Dharmakaya Buddha, Vairocana Buddha, i.e., Dainichi Nyorai in. The message body of the Buddha Lu homes that Buddha, meaning the said light all over the photo, and made a net full, represents the spiritual fulfillment, enlightenment, and obtain the Buddha fruit which show the Buddha wisdom of the Buddha itself. Should Body Buddha Buddha Shakyamuni, is represented with the edge of the cultivations, the degree of Off World beings and the Buddha body, in particular Gautama Buddha's life itself."
1926,1927,摩尼光佛像（晋江华表山麓草庵）  ,杨伯达主编.中国美术全集 雕塑篇6 元明清雕塑.北京：人民美术出版社，1988.12   ,福建泉州晋江华表山麓草庵 ,高163厘米，宽172厘米，花岗岩  ,元代  ,摩尼光佛,忙你佛、摩尼佛,摩尼教主神。摩尼教创立于古波斯，晋代传入中国，唐代在京城西域商人中流行，唐武宗会昌五年 (845)灭法后信者渐稀。此雕刻像为已知中国仅存之摩尼教造像，对研讨古代东南沿海与中亚商业、宗教之交流有一定意义。,The Yuan dynasty ,"Yang primary up to the editor. Chinese art collection sculptures Article 6 Yuan, Ming, Qing sculpture. Beijing: people's fine arts publishing house, 1988.12 ",Mani light Buddha（Jinjiang Hua foothills of the Hermitage） ,"Height 163 cm, width 172 cm, granite ",Mani light Buddha,"Busy you Buddha, Mani Buddha","Manichaean God the Lord. Manichaeism was founded in the ancient Persian, the Jin Dynasty introduced to China, the Tang dynasty in the capital of the Western businessmen flowing lines, 唐武宗 huichang five years (845)quenched law after the letter's 渐稀 it. This carved image is known in China only the memory of the Manichaean statues, the discussion of ancient Southeast coastal and Central Asia, Commercial, religious exchange there is a certain significance."
1927,1928,摩尼光佛坐像（晋江草庵摩尼教寺）  ,丁明夷主编. 中国石窟雕塑全集 第10卷 南方八省.重庆：重庆出版社，2000.8   ,福建晋江草庵摩尼教寺 ,摩崖石刻，像高1.52米  ,元至元五年（1339）  ,摩尼光佛,忙你佛、摩尼佛,摩尼教主神。摩尼教创立于古波斯，晋代传入中国，唐代在京城西域商人中流行，唐武宗会昌五年 (845)灭法后信者渐稀。此雕刻像为已知中国仅存之摩尼教造像，对研讨古代东南沿海与中亚商业、宗教之交流有一定意义。,Yuan Yuan five years 1339） ,"Ding Ming Yi chief editor. Chinese grotto sculpture Complete Works Vol. 10 Southern eight provinces. Chongqing: Chongqing publishing house, 2000.8 ","Mani light Buddha seated（Jinjiang, Quanzhou grass Buddhist nunnery Manichaean temple） ","Cliff, like high 1. 52 m ",Mani light Buddha,"Busy you Buddha, Mani Buddha","Manichaean God the Lord. Manichaeism was founded in the ancient Persian, the Jin Dynasty introduced to China, the Tang dynasty in the capital of the Western businessmen flowing lines, 唐武宗 huichang five years (845)quenched law after the letter's 渐稀 it. This carved image is known in China only the memory of the Manichaean statues, the discussion of ancient Southeast coastal and Central Asia, Commercial, religious exchange there is a certain significance."
1989,1990,牛王菩萨像（大足北山佛湾石窟）  ,李巳生主编. 中国石窟雕塑全集 第7卷 大足.重庆：重庆出版社，2000.8   ,重庆大足北山佛湾石窟第二七三龛 ,石雕，菩萨像坐高0.58米，肩宽0.27米，胸厚0.1米，牛高0.46米，身长0.52米  ,前、后蜀  ,牛王菩萨,,坐骑为神牛的菩萨。法相为左手抚膝，右手于胸前举宝印，结跏趺坐于牛背所负双层仰莲台上。,Before and after Shu ,"Lee has the RAW editor. Chinese grotto sculpture Complete Works Vol. 7 Big Foot. Chongqing: Chongqing publishing house, 2000.8 ",Cattle King Buddha like dazu Beishan Buddha Bay grotto） ,"Stone carving, Buddha like sitting High 0. 58 meters, shoulder width 0. 27 meters, chest thickness of 0. 1 m, Niu 0. 46 m, length 0. 52 m ",Cattle King Buddha,,"Mounts to the sacred cow of the Bodhisattva. The law of phase for the left hand massage of the knee, the right hand on the chest move the Po is printed, the knot he is depicted sitting in the cattle back to the negative double bottom Lotus throne on."
2034,2035,毗庐遮那佛（长清大灵岩寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,山东长清大灵岩山寺千佛殿 ,竹藤编织髹漆泥金  ,北宋治平年间（1064―1067)  ,毗卢遮那佛（大日如来）,大日如来、�陈�遮那佛、毗卢佛,佛教密宗至高无上的本尊，是密宗最高阶层的佛，为佛教密宗所尊奉最高神明。密宗所有佛和菩萨皆自大日如来所出。在金刚界和胎藏界的两部曼荼罗中，大日如来都是居于中央位置，他统率着全部佛和菩萨，他是佛教密宗世界的根本佛。佛有三身，分别是：法身、报身和化身。分别用毗卢遮那佛、卢舍那佛和释迦牟尼佛来象征。毗卢遮那佛（即大日如来）为法身佛。麻曷葛刺是大日如来的梵语音译，意译是“大黑天”，被元朝统治者奉为军神或战神。,The Northern Song dynasty political Common year between 1064-1067) ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Adjoin Lu shielding that Buddha（Changqing large Lingyan temple） ,Bamboo and rattan woven painted with paint illuminated ,Vairocana Buddha（Dainichi Nyorai）,"Dainichi Nyorai, the�Chen�shielding that Buddha, Pilu Buddha","Buddhist Tantra the Supreme deity, is a Tantra of the highest class of the Buddha, for the Buddhist Tantra the revered as the highest God. Tantra all the Buddhas and Bodhisattvas are all arrogant day as the out. In the diamond world and the carcass hidden world of the two mandalas, the Dainichi Nyorai is the highest in the Central position, he command all the Buddha and Bodhisattvas, he is the Buddhist Tantra the world the fundamental Buddha. The Buddha has three body, respectively is: the law of the body, the message body and the incarnation. Respectively, with the Buddha Vairocana, Lu homes that Buddha and Shakyamuni Buddha to symbolize. Vairocana Buddha, namely, Dainichi Nyorai is the dharmakaya Buddha. Hemp camps GE Thorn is Dainichi Nyorai Sanskrit transliteration, free translation is“big black day”, is the Yuan Dynasty rulers regarded as gods army or God of war."
